4240,9,865,15150,48
2923,10,950,9000,22.5
2080,12,702,4600,20
2211,12,822,14720,35
337,13,762,5500,30
930,13,850,9400,35
1425,14,770,11000,27
1070,15,855,6500,29.5
560,15,820,8870,30
277,15,630,6000,62
496,17,918,1800,81
814,22,822,1000,28
1120,22,680,13300,39
410.4,25,884,6900,25
1250,25,985,8400,30
